sample_id,image_name,image_path,mask_path,json_path,sample_type,is_labeled,source_split,video_id,video_name,frame_id
normal_000035,000035.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000035.jpg,,,normal,False,normal_pool,5,5.mp4,35
normal_000036,000036.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000036.jpg,,,normal,False,normal_pool,5,5.mp4,36
normal_000037,000037.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000037.jpg,,,normal,False,normal_pool,5,5.mp4,37
normal_000038,000038.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000038.jpg,,,normal,False,normal_pool,5,5.mp4,38
normal_000039,000039.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000039.jpg,,,normal,False,normal_pool,5,5.mp4,39
normal_000040,000040.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000040.jpg,,,normal,False,normal_pool,5,5.mp4,40
normal_000041,000041.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000041.jpg,,,normal,False,normal_pool,5,5.mp4,41
normal_000042,000042.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000042.jpg,,,normal,False,normal_pool,5,5.mp4,42
normal_000043,000043.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000043.jpg,,,normal,False,normal_pool,5,5.mp4,43
normal_000044,000044.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000044.jpg,,,normal,False,normal_pool,5,5.mp4,44
normal_000045,000045.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000045.jpg,,,normal,False,normal_pool,5,5.mp4,45
normal_000046,000046.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000046.jpg,,,normal,False,normal_pool,5,5.mp4,46
normal_000047,000047.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000047.jpg,,,normal,False,normal_pool,5,5.mp4,47
normal_000048,000048.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000048.jpg,,,normal,False,normal_pool,5,5.mp4,48
normal_000049,000049.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000049.jpg,,,normal,False,normal_pool,5,5.mp4,49
normal_000050,000050.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000050.jpg,,,normal,False,normal_pool,5,5.mp4,50
normal_000051,000051.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000051.jpg,,,normal,False,normal_pool,5,5.mp4,51
normal_000052,000052.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000052.jpg,,,normal,False,normal_pool,5,5.mp4,52
normal_000053,000053.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000053.jpg,,,normal,False,normal_pool,5,5.mp4,53
normal_000054,000054.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000054.jpg,,,normal,False,normal_pool,5,5.mp4,54
normal_000055,000055.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000055.jpg,,,normal,False,normal_pool,5,5.mp4,55
normal_000056,000056.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000056.jpg,,,normal,False,normal_pool,5,5.mp4,56
normal_000057,000057.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000057.jpg,,,normal,False,normal_pool,5,5.mp4,57
normal_000058,000058.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000058.jpg,,,normal,False,normal_pool,5,5.mp4,58
normal_000059,000059.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000059.jpg,,,normal,False,normal_pool,5,5.mp4,59
normal_000060,000060.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000060.jpg,,,normal,False,normal_pool,5,5.mp4,60
normal_000061,000061.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000061.jpg,,,normal,False,normal_pool,5,5.mp4,61
normal_000062,000062.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000062.jpg,,,normal,False,normal_pool,5,5.mp4,62
normal_000063,000063.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000063.jpg,,,normal,False,normal_pool,5,5.mp4,63
normal_000064,000064.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000064.jpg,,,normal,False,normal_pool,5,5.mp4,64
normal_000065,000065.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000065.jpg,,,normal,False,normal_pool,5,5.mp4,65
normal_000066,000066.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000066.jpg,,,normal,False,normal_pool,5,5.mp4,66
normal_000067,000067.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000067.jpg,,,normal,False,normal_pool,5,5.mp4,67
normal_000068,000068.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000068.jpg,,,normal,False,normal_pool,5,5.mp4,68
normal_000069,000069.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000069.jpg,,,normal,False,normal_pool,5,5.mp4,69
normal_000070,000070.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000070.jpg,,,normal,False,normal_pool,5,5.mp4,70
normal_000071,000071.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000071.jpg,,,normal,False,normal_pool,5,5.mp4,71
normal_000072,000072.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000072.jpg,,,normal,False,normal_pool,5,5.mp4,72
normal_000073,000073.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000073.jpg,,,normal,False,normal_pool,5,5.mp4,73
normal_000074,000074.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000074.jpg,,,normal,False,normal_pool,5,5.mp4,74
normal_000075,000075.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000075.jpg,,,normal,False,normal_pool,5,5.mp4,75
normal_000076,000076.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000076.jpg,,,normal,False,normal_pool,5,5.mp4,76
normal_000077,000077.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000077.jpg,,,normal,False,normal_pool,5,5.mp4,77
normal_000078,000078.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000078.jpg,,,normal,False,normal_pool,5,5.mp4,78
normal_000079,000079.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000079.jpg,,,normal,False,normal_pool,5,5.mp4,79
normal_000080,000080.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000080.jpg,,,normal,False,normal_pool,5,5.mp4,80
normal_000081,000081.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000081.jpg,,,normal,False,normal_pool,5,5.mp4,81
normal_000082,000082.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000082.jpg,,,normal,False,normal_pool,5,5.mp4,82
normal_000083,000083.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000083.jpg,,,normal,False,normal_pool,5,5.mp4,83
normal_000084,000084.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000084.jpg,,,normal,False,normal_pool,5,5.mp4,84
normal_000085,000085.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000085.jpg,,,normal,False,normal_pool,5,5.mp4,85
normal_000086,000086.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000086.jpg,,,normal,False,normal_pool,5,5.mp4,86
normal_000087,000087.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000087.jpg,,,normal,False,normal_pool,5,5.mp4,87
normal_000088,000088.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000088.jpg,,,normal,False,normal_pool,5,5.mp4,88
normal_000089,000089.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000089.jpg,,,normal,False,normal_pool,5,5.mp4,89
normal_000090,000090.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000090.jpg,,,normal,False,normal_pool,5,5.mp4,90
normal_000091,000091.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000091.jpg,,,normal,False,normal_pool,5,5.mp4,91
normal_000092,000092.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000092.jpg,,,normal,False,normal_pool,5,5.mp4,92
normal_000093,000093.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000093.jpg,,,normal,False,normal_pool,5,5.mp4,93
normal_000094,000094.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000094.jpg,,,normal,False,normal_pool,5,5.mp4,94
normal_000095,000095.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000095.jpg,,,normal,False,normal_pool,5,5.mp4,95
normal_000096,000096.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000096.jpg,,,normal,False,normal_pool,5,5.mp4,96
normal_000097,000097.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000097.jpg,,,normal,False,normal_pool,5,5.mp4,97
normal_000098,000098.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000098.jpg,,,normal,False,normal_pool,5,5.mp4,98
normal_000099,000099.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000099.jpg,,,normal,False,normal_pool,5,5.mp4,99
normal_000100,000100.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000100.jpg,,,normal,False,normal_pool,5,5.mp4,100
normal_000101,000101.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000101.jpg,,,normal,False,normal_pool,5,5.mp4,101
normal_000102,000102.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000102.jpg,,,normal,False,normal_pool,5,5.mp4,102
normal_000103,000103.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000103.jpg,,,normal,False,normal_pool,5,5.mp4,103
normal_000104,000104.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000104.jpg,,,normal,False,normal_pool,5,5.mp4,104
normal_000105,000105.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000105.jpg,,,normal,False,normal_pool,5,5.mp4,105
normal_000106,000106.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000106.jpg,,,normal,False,normal_pool,5,5.mp4,106
normal_000107,000107.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000107.jpg,,,normal,False,normal_pool,5,5.mp4,107
normal_000108,000108.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000108.jpg,,,normal,False,normal_pool,5,5.mp4,108
normal_000109,000109.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000109.jpg,,,normal,False,normal_pool,5,5.mp4,109
normal_000110,000110.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000110.jpg,,,normal,False,normal_pool,5,5.mp4,110
defect_000194,000194.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000194.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\masks\000194.png,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\train\images\000194.json,defect,True,train,5,,348
normal_000215,000215.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000215.jpg,,,normal,False,normal_pool,5,5.mp4,215
normal_000216,000216.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000216.jpg,,,normal,False,normal_pool,5,5.mp4,216
normal_000217,000217.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000217.jpg,,,normal,False,normal_pool,5,5.mp4,217
normal_000218,000218.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000218.jpg,,,normal,False,normal_pool,5,5.mp4,218
normal_000219,000219.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000219.jpg,,,normal,False,normal_pool,5,5.mp4,219
normal_000220,000220.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000220.jpg,,,normal,False,normal_pool,5,5.mp4,220
normal_000221,000221.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000221.jpg,,,normal,False,normal_pool,5,5.mp4,221
normal_000222,000222.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000222.jpg,,,normal,False,normal_pool,5,5.mp4,222
normal_000223,000223.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000223.jpg,,,normal,False,normal_pool,5,5.mp4,223
normal_000224,000224.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000224.jpg,,,normal,False,normal_pool,5,5.mp4,224
normal_000225,000225.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000225.jpg,,,normal,False,normal_pool,5,5.mp4,225
normal_000318,000318.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000318.jpg,,,normal,False,normal_pool,5,5.mp4,318
normal_000319,000319.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000319.jpg,,,normal,False,normal_pool,5,5.mp4,319
normal_000320,000320.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000320.jpg,,,normal,False,normal_pool,5,5.mp4,320
normal_000321,000321.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000321.jpg,,,normal,False,normal_pool,5,5.mp4,321
normal_000322,000322.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000322.jpg,,,normal,False,normal_pool,5,5.mp4,322
normal_000323,000323.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000323.jpg,,,normal,False,normal_pool,5,5.mp4,323
normal_000324,000324.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000324.jpg,,,normal,False,normal_pool,5,5.mp4,324
normal_000325,000325.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000325.jpg,,,normal,False,normal_pool,5,5.mp4,325
normal_000326,000326.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000326.jpg,,,normal,False,normal_pool,5,5.mp4,326
normal_000327,000327.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000327.jpg,,,normal,False,normal_pool,5,5.mp4,327
normal_000328,000328.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000328.jpg,,,normal,False,normal_pool,5,5.mp4,328
normal_000329,000329.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000329.jpg,,,normal,False,normal_pool,6,6.mp4,329
normal_000330,000330.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000330.jpg,,,normal,False,normal_pool,6,6.mp4,330
normal_000331,000331.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000331.jpg,,,normal,False,normal_pool,6,6.mp4,331
normal_000332,000332.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000332.jpg,,,normal,False,normal_pool,6,6.mp4,332
normal_000333,000333.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000333.jpg,,,normal,False,normal_pool,6,6.mp4,333
normal_000334,000334.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000334.jpg,,,normal,False,normal_pool,6,6.mp4,334
normal_000335,000335.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000335.jpg,,,normal,False,normal_pool,6,6.mp4,335
normal_000336,000336.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000336.jpg,,,normal,False,normal_pool,6,6.mp4,336
normal_000337,000337.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000337.jpg,,,normal,False,normal_pool,6,6.mp4,337
normal_000338,000338.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000338.jpg,,,normal,False,normal_pool,6,6.mp4,338
normal_000339,000339.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000339.jpg,,,normal,False,normal_pool,6,6.mp4,339
normal_000340,000340.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000340.jpg,,,normal,False,normal_pool,6,6.mp4,340
normal_000341,000341.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000341.jpg,,,normal,False,normal_pool,6,6.mp4,341
