sample_id,image_name,image_path,mask_path,json_path,sample_type,is_labeled,source_split,video_id,video_name,frame_id
normal_000095,000095.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000095.jpg,,,normal,False,normal_pool,5,5.mp4,95
normal_000096,000096.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000096.jpg,,,normal,False,normal_pool,5,5.mp4,96
normal_000097,000097.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000097.jpg,,,normal,False,normal_pool,5,5.mp4,97
normal_000098,000098.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000098.jpg,,,normal,False,normal_pool,5,5.mp4,98
normal_000099,000099.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000099.jpg,,,normal,False,normal_pool,5,5.mp4,99
normal_000100,000100.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000100.jpg,,,normal,False,normal_pool,5,5.mp4,100
normal_000101,000101.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000101.jpg,,,normal,False,normal_pool,5,5.mp4,101
normal_000102,000102.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000102.jpg,,,normal,False,normal_pool,5,5.mp4,102
normal_000103,000103.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000103.jpg,,,normal,False,normal_pool,5,5.mp4,103
normal_000104,000104.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000104.jpg,,,normal,False,normal_pool,5,5.mp4,104
normal_000105,000105.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000105.jpg,,,normal,False,normal_pool,5,5.mp4,105
normal_000106,000106.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000106.jpg,,,normal,False,normal_pool,5,5.mp4,106
normal_000107,000107.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000107.jpg,,,normal,False,normal_pool,5,5.mp4,107
normal_000108,000108.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000108.jpg,,,normal,False,normal_pool,5,5.mp4,108
normal_000109,000109.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000109.jpg,,,normal,False,normal_pool,5,5.mp4,109
normal_000110,000110.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000110.jpg,,,normal,False,normal_pool,5,5.mp4,110
normal_000215,000215.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000215.jpg,,,normal,False,normal_pool,5,5.mp4,215
normal_000216,000216.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000216.jpg,,,normal,False,normal_pool,5,5.mp4,216
normal_000217,000217.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000217.jpg,,,normal,False,normal_pool,5,5.mp4,217
normal_000218,000218.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000218.jpg,,,normal,False,normal_pool,5,5.mp4,218
normal_000219,000219.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000219.jpg,,,normal,False,normal_pool,5,5.mp4,219
normal_000220,000220.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000220.jpg,,,normal,False,normal_pool,5,5.mp4,220
normal_000221,000221.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000221.jpg,,,normal,False,normal_pool,5,5.mp4,221
normal_000222,000222.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000222.jpg,,,normal,False,normal_pool,5,5.mp4,222
normal_000223,000223.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000223.jpg,,,normal,False,normal_pool,5,5.mp4,223
normal_000224,000224.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000224.jpg,,,normal,False,normal_pool,5,5.mp4,224
normal_000225,000225.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000225.jpg,,,normal,False,normal_pool,5,5.mp4,225
normal_000318,000318.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000318.jpg,,,normal,False,normal_pool,5,5.mp4,318
normal_000319,000319.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000319.jpg,,,normal,False,normal_pool,5,5.mp4,319
normal_000320,000320.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000320.jpg,,,normal,False,normal_pool,5,5.mp4,320
normal_000321,000321.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000321.jpg,,,normal,False,normal_pool,5,5.mp4,321
normal_000322,000322.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000322.jpg,,,normal,False,normal_pool,5,5.mp4,322
normal_000323,000323.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000323.jpg,,,normal,False,normal_pool,5,5.mp4,323
normal_000324,000324.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000324.jpg,,,normal,False,normal_pool,5,5.mp4,324
normal_000325,000325.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000325.jpg,,,normal,False,normal_pool,5,5.mp4,325
normal_000326,000326.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000326.jpg,,,normal,False,normal_pool,5,5.mp4,326
normal_000327,000327.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000327.jpg,,,normal,False,normal_pool,5,5.mp4,327
normal_000328,000328.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000328.jpg,,,normal,False,normal_pool,5,5.mp4,328
normal_000329,000329.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000329.jpg,,,normal,False,normal_pool,6,6.mp4,329
normal_000330,000330.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000330.jpg,,,normal,False,normal_pool,6,6.mp4,330
normal_000331,000331.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000331.jpg,,,normal,False,normal_pool,6,6.mp4,331
normal_000332,000332.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000332.jpg,,,normal,False,normal_pool,6,6.mp4,332
normal_000333,000333.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000333.jpg,,,normal,False,normal_pool,6,6.mp4,333
normal_000334,000334.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000334.jpg,,,normal,False,normal_pool,6,6.mp4,334
normal_000335,000335.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000335.jpg,,,normal,False,normal_pool,6,6.mp4,335
normal_000336,000336.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000336.jpg,,,normal,False,normal_pool,6,6.mp4,336
normal_000337,000337.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000337.jpg,,,normal,False,normal_pool,6,6.mp4,337
normal_000338,000338.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000338.jpg,,,normal,False,normal_pool,6,6.mp4,338
normal_000339,000339.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000339.jpg,,,normal,False,normal_pool,6,6.mp4,339
normal_000340,000340.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000340.jpg,,,normal,False,normal_pool,6,6.mp4,340
normal_000341,000341.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000341.jpg,,,normal,False,normal_pool,6,6.mp4,341
normal_000342,000342.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000342.jpg,,,normal,False,normal_pool,6,6.mp4,342
normal_000343,000343.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000343.jpg,,,normal,False,normal_pool,6,6.mp4,343
normal_000344,000344.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000344.jpg,,,normal,False,normal_pool,6,6.mp4,344
normal_000345,000345.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000345.jpg,,,normal,False,normal_pool,6,6.mp4,345
normal_000346,000346.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000346.jpg,,,normal,False,normal_pool,6,6.mp4,346
normal_000347,000347.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000347.jpg,,,normal,False,normal_pool,6,6.mp4,347
normal_000348,000348.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000348.jpg,,,normal,False,normal_pool,6,6.mp4,348
normal_000349,000349.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000349.jpg,,,normal,False,normal_pool,6,6.mp4,349
normal_000350,000350.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000350.jpg,,,normal,False,normal_pool,6,6.mp4,350
normal_000351,000351.jpg,C:\Users\18046\Desktop\master\masterthesis\UNET_two_stage\dataset_new\normal_crops_selected\000351.jpg,,,normal,False,normal_pool,6,6.mp4,351
